cmpdname,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify
"15,19-Dimethyltritriacontane",492.9,0,35,0,35,0,0,2,0,0,Hydrocarbon
"11,15-Dimethylpentatriacontane",521,0,37,0,37,0,0,2,0,0,Hydrocarbon
"15,19-Dimethylpentatriacontane",521,0,37,0,37,0,0,2,0,0,Hydrocarbon
"15,19-Dimethylheptatriacontane",549.1,0,39,0,39,0,0,2,0,0,Hydrocarbon
12-Methyldotriacontane,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon
14-Methyldotriacontane,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon
9-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
17-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
Diethylisopropylamine,115.22,3.2,8,1,7,1,0,2,0,0,Amine
"5,5-Dibutylnonane",240.5,0,17,0,17,0,0,2,0,0,Hydrocarbon
4-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
2-Methyl-3-undecanol,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol
"2,6-Dimethyl-2,5-heptadiene",124.22,0,9,0,9,0,0,2,2,0,Hydrocarbon
8-Methyl-1-decene,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon
4-Methyldodecane,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon
"2,3-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon
"2,4-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon
5-Methyl-3-heptyne,110.2,0,8,0,8,0,0,1,0,1,Hydrocarbon
2-(Pentyloxy)ethanol,132.2,29.5,9,2,7,0,2,0,0,0,Alcohol
"2,2,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,8-Trimethyldecane",184.36,0,13,0,13,0,0,3,0,0,Hydrocarbon
3-Methylheneicosane,310.6,0,22,0,22,0,0,1,0,0,Hydrocarbon
"3,4,4-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,4,4-Trimethyl-3-hexanol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,6-Dimethyl 1,7-octadiene",138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon
Tritetracontane,605.2,0,43,0,43,0,0,0,0,0,Hydrocarbon
5-Octadecyne,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon
"3-Ethyl-2,4-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
13-Methylnonacosane,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon
11-Methylnonacosane,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon
"3,5-Dimethyl-1-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
8-Methyl-1-undecene,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon
7-Methyl-1-undecene,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon
"2,5-Dimethyl-1,4-hexadiene",110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon
5-Propylnonane,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
"2,8-Dimethyl-1,8-nonadiene",152.28,0,11,0,11,0,0,2,2,0,Hydrocarbon
"2,4-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"4,4-Diethylheptane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"3,6-Diethyl-octane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,6-Dimethyl-3-ethyl-octane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
3-Methyl-7-ethyl-nonane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,4,5,6-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"3,4,7-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3,4-Dimethyl-3,4-diethyl-hexane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"3-Methyl, 3,5-diethyl, heptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
Allyldipropylamine,141.25,3.2,10,1,9,1,0,1,1,0,Amine
2-Methyl-1-nonadecene,280.5,0,20,0,20,0,0,1,1,0,Hydrocarbon
8-Methyl-1-nonene,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon
4-Ethylnonane,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon
"3,5-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4,6-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4,7-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
2-Methylhenicosane,310.6,0,22,0,22,0,0,1,0,0,Hydrocarbon
1-Heptacosene,378.7,0,27,0,27,0,0,0,1,0,Hydrocarbon
1-Pentacosene,350.7,0,25,0,25,0,0,0,1,0,Hydrocarbon
1-Hentriacontene,434.8,0,31,0,31,0,0,0,1,0,Hydrocarbon
4-Methyl-1-hexyne,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon
"3-Isopropenyl-2,5-dimethyl-3,4-hexadien-2-ol",166.26,20.2,12,1,11,0,1,5,3,0,Alcohol
"3,3-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
3-Ethyldecane,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
3-Ethylnonane,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon
7-Methyltetradecane,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon
10-Methylnonadecane,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon
2-Heptyn-1-ol,112.17,20.2,8,1,7,0,1,0,0,1,Alcohol
"2,3,3-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,7-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
3-Ethyl-3-methyl-2-pentanol,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
3-Methyl-2-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3,7-Dimethyloct-7-en-1-ol",156.26,20.2,11,1,10,0,1,2,1,0,Alcohol
2-Methyl-5-undecanol,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol
"2,5,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,4,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,3,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"13,17,21-Trimethylheptatriacontane",563.1,0,40,0,40,0,0,3,0,0,Hydrocarbon
3-Methyl-5-propylnonane,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
N-Ethylpentylamine,115.22,12,8,1,7,1,0,0,0,0,Amine
"N,N-Dimethylnonylamine",171.32,3.2,12,1,11,1,0,1,0,0,Amine
"N,N-Diisopropylmethylamine",115.22,3.2,8,1,7,1,0,3,0,0,Amine
3-Hexadecyne,222.41,0,16,0,16,0,0,0,0,1,Hydrocarbon
"2,6-Dimethylocta-1,7-diene-3,6-diol",170.25,40.5,12,2,10,0,2,4,2,0,Alcohol
"2,3,4-Trimethyl-1-pentanol",130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"2,2-Dimethyl-3-octyne",138.25,0,10,0,10,0,0,2,0,1,Hydrocarbon
"7-Methyl-1,6-octadiene",124.22,0,9,0,9,0,0,1,2,0,Hydrocarbon
N-Methyldipropylamine,115.22,3.2,8,1,7,1,0,1,0,0,Amine
"2,4-Dimethyl-4-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
"(R)-butane-1,3-diol",90.12,40.5,6,2,4,0,2,1,0,0,Alcohol
trans-5-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
trans-3-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
"2,5-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"trans-3,4-Dimethyl-2-pentene",98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
"3-Methyl-1,3-pentadiene",82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon
"2,4-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
Squalene,410.7,0,30,0,30,0,0,6,6,0,Hydrocarbon
(R)-(+)-3-Butyn-2-ol,70.09,20.2,5,1,4,0,1,1,0,1,Alcohol
trans-3-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
trans-2-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
trans-2-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
(S)-(+)-3-Methyl-1-pentanol,102.17,20.2,7,1,6,0,1,1,0,0,Alcohol
4-Hexen-1-OL,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
"2,4-Hexadien-1-OL",98.14,20.2,7,1,6,0,1,0,2,0,Alcohol
trans-3-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
cis-3-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
"cis-3,4-Dimethyl-2-pentene",98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
"cis,trans-Hexa-2,4-diene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
2-Buten-1-ol,72.11,20.2,5,1,4,0,1,0,1,0,Alcohol
"cis-2-Butene-1,4-Diol",88.11,40.5,6,2,4,0,2,1,1,0,Alcohol
Nerol,154.25,20.2,11,1,10,0,1,2,2,0,Alcohol
cis-2-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon
cis-2-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
cis-3-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
"(3S)-3,5-dimethylhex-1-yn-3-ol",126.2,20.2,9,1,8,0,1,3,0,1,Alcohol
(3R)-3-methylhex-1-yn-3-ol,112.17,20.2,8,1,7,0,1,2,0,1,Alcohol
"(2Z,6E)-Farnesol",222.37,20.2,16,1,15,0,1,3,3,0,Alcohol
2-(2-Octoxyethoxy)ethanol,218.33,38.7,15,3,12,0,3,0,0,0,Alcohol
2-[2-(2-Octoxyethoxy)ethoxy]ethanol,262.39,47.9,18,4,14,0,4,0,0,0,Alcohol
(S)-(+)-2-Octanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
(S)-(+)-2-Heptanol,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol
(S)-1-Octen-3-ol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
1-Heneicosene,294.6,0,21,0,21,0,0,0,1,0,Hydrocarbon
Undec-1-en-3-ol,170.29,20.2,12,1,11,0,1,1,1,0,Alcohol
"6,10-Dimethylundecan-2-ol",200.36,20.2,14,1,13,0,1,3,0,0,Alcohol
"4,6,6-Trimethylheptan-2-ol",158.28,20.2,11,1,10,0,1,4,0,0,Alcohol
"3-Methylpentane-2,3-diol",118.17,40.5,8,2,6,0,2,3,0,0,Alcohol
4-Methyl-2-propylhexan-1-ol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"3,7,11,15-Tetramethylhexadecan-3-ol",298.5,20.2,21,1,20,0,1,5,0,0,Alcohol
"5,6-Dimethylheptane-1,6-diamine",158.28,52,11,2,9,2,0,3,0,0,Amine
"(Z)-3,4-Dimethylhex-3-ene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"(E)-3,4-Dimethylhex-3-ene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
(3-Methylpentyl)amine,101.19,26,7,1,6,1,0,1,0,0,Amine
(2S)-2-butoxybutan-1-ol,146.23,29.5,10,2,8,0,2,1,0,0,Alcohol
Allyl pentaerythritol,176.21,69.9,12,4,8,0,4,2,1,0,Alcohol
"3-Ethyl-2,2-dimethyl-3-pentanol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,4-Octanediol",146.23,40.5,10,2,8,0,2,2,0,0,Alcohol
"2,3,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
2-Methyl-3-hexyn-2-ol,112.17,20.2,8,1,7,0,1,2,0,1,Alcohol
"1,20-Eicosanediol",314.5,40.5,22,2,20,0,2,1,0,0,Alcohol
3-Methyl-4-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3,3-Dimethylpentan-1-ol",116.2,20.2,8,1,7,0,1,2,0,0,Alcohol
"3-Ethyl-2,4,5-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
Methylnonylamine,157.3,12,11,1,10,1,0,0,0,0,Amine
3-Methylnonan-2-ol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"3-Tert-butoxy-1,2-propanediol",148.2,49.7,10,3,7,0,3,3,0,0,Alcohol
Dihydrofarnesol,224.38,20.2,16,1,15,0,1,3,2,0,Alcohol
Phytol,296.5,20.2,21,1,20,0,1,4,1,0,Alcohol
cis-3-Hexen-1-ol,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
alpha-Farnesene,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon
beta-Farnesene,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon
beta-Ocimene,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
trans-3-Hexen-1-ol,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
Nerolidol,222.37,20.2,16,1,15,0,1,4,3,0,Alcohol
cis-2-Butene,56.11,0,4,0,4,0,0,0,1,0,Hydrocarbon
"(4R)-2-Methylpentane-2,4-diol",118.17,40.5,8,2,6,0,2,3,0,0,Alcohol
3-Hepten-1-ol,114.19,20.2,8,1,7,0,1,0,1,0,Alcohol
"3,7-Dimethylocta-1,3,7-triene",136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
(Z)-beta-Ocimene,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
"(2Z,4Z)-2,4-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
"cis-4,4-Dimethyl-2-pentene",98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
cis-4-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
cis-2-PENTENE,70.13,0,5,0,5,0,0,0,1,0,Hydrocarbon
trans-2-Pentene,70.13,0,5,0,5,0,0,0,1,0,Hydrocarbon
(2E)-2-Pentadecene,210.4,0,15,0,15,0,0,0,1,0,Hydrocarbon
"(E,E,Z)-Undeca-1,3,5,8-tetraene",148.24,0,11,0,11,0,0,0,4,0,Hydrocarbon
(E)-3-Methyl-3-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
"2,6-Dimethyl-3,7-octadiene-2,6-diol",170.25,40.5,12,2,10,0,2,4,2,0,Alcohol
"cis-2,6-Dimethyl-2,6-octadiene",138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon
(E)-3-Decenol,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol
(E)-2-Methyl-3-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
4-Methyl-2-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"trans-2,2-Dimethyl-3-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
3-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
"3,4-Dimethyl-2-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"(Z,Z)-Heptadeca-1,8,11-triene",234.4,0,17,0,17,0,0,0,3,0,Hydrocarbon
3-Tetradecene,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon
(E)-2-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
7-Pentadecene,210.4,0,15,0,15,0,0,0,1,0,Hydrocarbon
trans-6-Tetradecene,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon
Peruviol,222.37,20.2,16,1,15,0,1,4,3,0,Alcohol
Oleylamine,267.5,26,19,1,18,1,0,0,1,0,Amine
cis-2-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
(Z)-3-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
4-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
5-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
trans-4-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
(E)-2-Methylhept-3-ene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
cis-3-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
trans-3-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon
"cis-2,2-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"2,3-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
(E)-4-Undecene,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon
3-Octen-2-OL,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
2-Ethylhex-2-enol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
cis-3-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
cis-4-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
cis-2-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
cis-3-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
cis-3-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-7-Dodecen-1-ol,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol
"1,6-Octadiene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
3-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
2-Methylpent-2-en-1-ol,100.16,20.2,7,1,6,0,1,1,1,0,Alcohol
"(Z,E)-alpha-Farnesene",204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon
11-Tricosene,322.6,0,23,0,23,0,0,0,1,0,Hydrocarbon
"3,5-Hexadien-2-ol",98.14,20.2,7,1,6,0,1,1,2,0,Alcohol
"1,4-Octadiene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
"2,6-Octadiene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
"1,5-Heptadiene",96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
"3-Methyl-1,5-heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
6-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
trans-2-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
4-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
5-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
trans-3-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
cis-4-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
2-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon
cis-5-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-2-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-3-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
Trans-4-NONENE,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
cis-2-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
cis-4-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
trans-4-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
cis-3-Octen-1-ol,128.21,20.2,9,1,8,0,1,0,1,0,Alcohol
cis-2-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
trans-2-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
9-Octadecene,252.5,0,18,0,18,0,0,0,1,0,Hydrocarbon
(Z)-Pent-3-en-1-ol,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
trans-6-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
cis-6-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
7-Tetradecene,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon
"2,6-Dimethyl-3-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
(Z)-9-Tetradecen-1-ol,212.37,20.2,15,1,14,0,1,0,1,0,Alcohol
3-Methyl-3-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"3,5-Dimethyl-3-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
5-Methyl-2-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
cis-2-Penten-1-ol,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
2-Penten-1-OL,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
2-Decen-1-ol,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol
trans-2-Undecen-1-ol,170.29,20.2,12,1,11,0,1,0,1,0,Alcohol
"3,5,5-Trimethyl-2-hexene",126.24,0,9,0,9,0,0,3,1,0,Hydrocarbon
"1,4-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
"cis-3-Methyl-1,3-Pentadiene",82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon
"cis,cis-2,7-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"2,4-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"4-Methyl-1,5-Heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
"3,7,11-Trimethyldodeca-6,10-dien-1-yn-3-ol",220.35,20.2,16,1,15,0,1,4,2,1,Alcohol
trans-2-Methyl-3-octene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
3-Methyl-2-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
2-Octen-4-ol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
3-Penten-2-OL,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol
"3,7,11,15-Tetramethyl-2-hexadecen-1-OL",296.5,20.2,21,1,20,0,1,4,1,0,Alcohol
Hotrienol,152.23,20.2,11,1,10,0,1,3,3,0,Alcohol
"1,3,5-Heptatriene",94.15,0,7,0,7,0,0,0,3,0,Hydrocarbon
"Hepta-2,4-dien-1-ol",112.17,20.2,8,1,7,0,1,0,2,0,Alcohol
"2-Methyl-1,3,5-hexatriene",94.15,0,7,0,7,0,0,1,3,0,Hydrocarbon
"1,3,5-Undecatriene",150.26,0,11,0,11,0,0,0,3,0,Hydrocarbon
"3-Methyl-1,4-heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
"3-Methyl-2,4-hexadiene",96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon
Elaidyl alcohol,268.5,20.2,19,1,18,0,1,0,1,0,Alcohol
"(E,E,E)-2,4,6-Octatriene",108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon
"2,6-Dimethyl-2,4,6-octatriene",136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
"(2Z)-3,4,4-Trimethyl-2-pentene",112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon
"(E,Z)-2,6-Dimethylocta-2,4,6-triene",136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon
L-Iditol,182.17,121,12,6,6,0,6,5,0,0,Alcohol
"1,3-Heptadiene",96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
"cis-2,5-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
5-Methyl-3-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"7-Methyl-2,4-octadiene",124.22,0,9,0,9,0,0,1,2,0,Hydrocarbon
"5,5-Dimethyl-2-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
trans-4-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
4-Methyl-2-penten-4-ol,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol
2-Methyloct-4-ene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
"(E)-2,2,5,5-Tetramethylhex-3-ene",140.27,0,10,0,10,0,0,4,1,0,Hydrocarbon
(R)-Lavandulol,154.25,20.2,11,1,10,0,1,3,2,0,Alcohol
Dec-4-en-1-ol,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol
cis-2-Methyl-7-octadecene,266.5,0,19,0,19,0,0,1,1,0,Hydrocarbon
"Butene-1,4-diol",88.11,40.5,6,2,4,0,2,1,1,0,Alcohol
"(E)-2,6,10-Trimethylundeca-5,9-dienol",210.36,20.2,15,1,14,0,1,3,2,0,Alcohol
(Z)-Dodec-5-enol,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol
7-Methyl-2-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"2,7-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,8-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
1-Tritriacontene,462.9,0,33,0,33,0,0,0,1,0,Hydrocarbon
2-Methyl-2-buten-1-OL,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol
Ethyl linalool,168.28,20.2,12,1,11,0,1,3,2,0,Alcohol
Polybutene,112.21,0,8,0,8,0,0,0,2,0,Hydrocarbon
Linolenyl alcohol,264.4,20.2,19,1,18,0,1,0,3,0,Alcohol
"N,N-Dimethylicosylamine",325.6,3.2,23,1,22,1,0,1,0,0,Amine
"(R*,S*)-Pentane-2,4-diol",104.15,40.5,7,2,5,0,2,2,0,0,Alcohol
(3R)-oct-1-en-3-ol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol
"(r)-Butane-1,2,4-triol",106.12,60.7,7,3,4,0,3,2,0,0,Alcohol
(3S)-octan-3-ol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
"(S)-3,3-dimethyl-2-butanol",102.17,20.2,7,1,6,0,1,3,0,0,Alcohol
4-Methyl-hept-1-en-4-ol,128.21,20.2,9,1,8,0,1,2,1,0,Alcohol
(R)-(-)-2-Pentanol,88.15,20.2,6,1,5,0,1,1,0,0,Alcohol
"2-Propylpropane-1,3-diol",118.17,40.5,8,2,6,0,2,1,0,0,Alcohol
"2,5,6-Trimethyl-2-heptanol",158.28,20.2,11,1,10,0,1,4,0,0,Alcohol
1-O-Hexadecyl-sn-glycerol,316.5,49.7,22,3,19,0,3,1,0,0,Alcohol
1-O-Octadecyl-sn-glycerol,344.6,49.7,24,3,21,0,3,1,0,0,Alcohol
12-Methyltridecan-1-ol,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol
"2,2-Dimethylbutane-1,4-diol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol
"2,3,4,5,6-Pentamethylheptane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon
"3,3,4,4-Tetraethylhexane",198.39,0,14,0,14,0,0,4,0,0,Hydrocarbon
"4-Methylpentane-1,4-diol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol
"2,6-Dimethyl-1-octanol",158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
7-Methylnonan-1-ol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol
